RENDERING NPI,PROVIDER LEGAL NAME,CALENDAR YEAR,DELIVERY SYSTEM,PROVIDER TYPE,AGE GROUP,ADV USER CNT,ADV USER ANNOTATION CODE,ADV SVC CNT,ADV  SVC ANNOTATION CODE,PREV USER CNT,PREV USER ANNOTATION CODE,PREV SVC CNT,PREV SVC ANNOTATION CODE,TXMT USER CNT,TXMT USER ANNOTATION CODE,TXMT SVC CNT,TXMT SVC ANNOTATION CODE,EXAM USER CNT,EXAM USER ANNOTATION CODE,EXAM SVC CNT,EXAM SVC ANNOTATION CODE
1750478467,"SHARMA, SURINDER, DDS",2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,,1,,1
1750478509,SWINGSETH LARRY EUGENE,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1750479218,KIM YOUNG,2018,FFS,RENDERING,AGE 0-20,211,,2052,,173,,396,,21,,47,,184,,207,
1750479218,KIM YOUNG,2018,FFS,RENDERING,AGE 21+,214,,1391,,51,,72,,48,,106,,166,,166,
1750479218,KIM YOUNG,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1750481586,THOMAS-PUGH BRENDA L,2018,FFS,RENDERING,AGE 0-20,1091,,20228,,769,,2106,,1085,,11935,,967,,972,
1750481586,THOMAS-PUGH BRENDA L,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1750481594,GARIBOTTI MARIO G,2018,FFS,RENDERING,AGE 0-20,100,,489,,43,,92,,45,,102,,67,,67,
1750481594,GARIBOTTI MARIO G,2018,FFS,RENDERING,AGE 21+,61,,185,,,1,,1,37,,68,,32,,32,
1750483103,HOMEIRA FIROOZEH DDS & MAHVA,2018,PHP,RENDERING,AGE 0-20,31,,109,,28,,42,,,1,,2,11,,11,
1750483103,HOMEIRA FIROOZEH DDS & MAHVA,2018,PHP,RENDERING,AGE 21+,37,,119,,14,,14,,,1,,2,27,,27,
1750487328,BHATT SHAILESHKUMA M,2018,FFS,RENDERING,AGE 0-20,490,,3511,,255,,630,,285,,900,,269,,275,
1750487328,BHATT SHAILESHKUMA M,2018,FFS,RENDERING,AGE 21+,867,,4675,,36,,68,,750,,3256,,235,,235,
1750491536,"BENYAMINI, DAN P, DDS INC",2018,PHP,RENDERING,AGE 0-20,41,,378,,38,,203,,,1,,1,40,,53,
1750491536,"BENYAMINI, DAN P, DDS INC",2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1750501540,"LEE, DAE WON DDS",2018,FFS,RENDERING,AGE 0-20,171,,1542,,137,,587,,65,,179,,146,,167,
1750501540,"LEE, DAE WON DDS",2018,FFS,RENDERING,AGE 21+,192,,1237,,66,,130,,142,,556,,136,,136,
1750504031,GALVEZ BERNARD A,2018,FFS,RENDERING,AGE 0-20,154,,817,,76,,212,,76,,179,,73,,73,
1750504031,GALVEZ BERNARD A,2018,FFS,RENDERING,AGE 21+,39,,95,,,1,,1,28,,37,,,1,,1
1750504478,"LIU, JOSEPH HORNG-TING, DDS",2018,FFS,RENDERING,AGE 0-20,30,,161,,23,,43,,,1,,2,24,,26,
1750504478,"LIU, JOSEPH HORNG-TING, DDS",2018,FFS,RENDERING,AGE 21+,62,,293,,,1,,1,44,,150,,46,,46,
1750504478,"LIU, JOSEPH HORNG-TING, DDS",2018,PHP,RENDERING,AGE 0-20,64,,421,,55,,79,,27,,75,,57,,69,
1750504478,"LIU, JOSEPH HORNG-TING, DDS",2018,PHP,RENDERING,AGE 21+,48,,239,,11,,11,,34,,107,,31,,32,
1750509261,"NEHRU, AMRIT L, DDS",2018,FFS,RENDERING,AGE 0-20,59,,412,,54,,165,,17,,44,,56,,64,
1750509261,"NEHRU, AMRIT L, DDS",2018,FFS,RENDERING,AGE 21+,170,,901,,101,,101,,89,,331,,140,,144,
1750509261,"NEHRU, AMRIT L, DDS",2018,PHP,RENDERING,AGE 0-20,,1,,2,,1,,2,0,,0,,,1,,1
1750509261,"NEHRU, AMRIT L, DDS",2018,PHP,RENDERING,AGE 21+,14,,107,,,1,,1,,1,,2,12,,14,
1750515656,NAHIGIAN MARTIN S,2018,FFS,RENDERING,AGE 0-20,106,,615,,97,,197,,20,,54,,62,,83,
1750515656,NAHIGIAN MARTIN S,2018,FFS,RENDERING,AGE 21+,56,,300,,34,,34,,23,,33,,25,,25,
1750538062,FARAGALLA AMGAD A,2018,GMC,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,0,,0,
1750544748,CHIANG WESLEY M,2018,FFS,RENDERING,AGE 0-20,1272,,2621,,,1,0,,435,,1344,,0,,0,
1750544748,CHIANG WESLEY M,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,0,,0,
1750549549,MALLETTE KERMIT J,2018,FFS,RENDERING,AGE 0-20,229,,905,,101,,206,,84,,165,,161,,163,
1750549549,MALLETTE KERMIT J,2018,FFS,RENDERING,AGE 21+,579,,1964,,99,,183,,328,,1125,,208,,208,
1750549549,MALLETTE KERMIT J,2018,PHP,RENDERING,AGE 0-20,,1,,2,,1,0,,,1,,2,,1,,1
1750549549,MALLETTE KERMIT J,2018,PHP,RENDERING,AGE 21+,16,,85,,,1,0,,16,,82,,,1,,1
1750549820,CHUNG PING-LIN B,2018,FFS,RENDERING,AGE 0-20,90,,275,,,1,0,,20,,56,,0,,0,
1750549820,CHUNG PING-LIN B,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,0,,0,
1750551057,LIAO JUSTIN HSI C,2018,FFS,RENDERING,AGE 0-20,268,,2959,,244,,748,,98,,234,,234,,261,
1750551057,LIAO JUSTIN HSI C,2018,FFS,RENDERING,AGE 21+,183,,1615,,84,,161,,106,,368,,108,,108,
1750553889,ANTIPOV ALEXANDER V,2018,FFS,RENDERING,AGE 0-20,12,,17,,,1,0,,,1,,1,,1,,1
1750553889,ANTIPOV ALEXANDER V,2018,FFS,RENDERING,AGE 21+,11,,19,,,1,0,,,1,,1,,1,,1
1750553889,ANTIPOV ALEXANDER V,2018,GMC,RENDERING,AGE 0-20,58,,221,,,1,,1,56,,160,,0,,0,
1750553889,ANTIPOV ALEXANDER V,2018,GMC,RENDERING,AGE 21+,174,,805,,,1,,1,162,,629,,12,,16,
1750562385,"MASHREGHI, ALIREZA DDS",2018,FFS,RENDERING,AGE 21+,6221,,48875,,1336,,1490,,5643,,10215,,5405,,5406,
1750563664,BEIZAEE ARASH A,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,0,,,1,,1,,1,,1
1750569497,YING KATHY,2018,FFS,RENDERING,AGE 0-20,1201,,9963,,1048,,2278,,93,,126,,1138,,1227,
1750572335,"SCHULER, STANTON DDS",2018,FFS,RENDERING,AGE 0-20,933,,12065,,862,,3718,,757,,3448,,873,,1032,
1750572335,"SCHULER, STANTON DDS",2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1750573366,MALEKZADEH REZA,2018,FFS,RENDERING,AGE 0-20,87,,492,,74,,179,,32,,123,,72,,77,
1750573366,MALEKZADEH REZA,2018,FFS,RENDERING,AGE 21+,304,,2011,,91,,165,,205,,1219,,237,,237,
1750580288,BALDERSTON JR CARREL D,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,0,,0,,0,,,1,,1
1750580288,BALDERSTON JR CARREL D,2018,FFS,RENDERING,AGE 21+,242,,3460,,,1,0,,193,,3115,,191,,191,
1750580585,ARAUJO ENRIQUE A,2018,FFS,RENDERING,AGE 0-20,33,,289,,29,,82,,16,,38,,30,,36,
1750580585,ARAUJO ENRIQUE A,2018,FFS,RENDERING,AGE 21+,56,,400,,22,,22,,43,,198,,38,,38,
1750588877,ROBINS GREGORY E,2018,FFS,RENDERING,AGE 0-20,233,,1489,,185,,495,,98,,289,,188,,239,
1750588877,ROBINS GREGORY E,2018,FFS,RENDERING,AGE 21+,394,,1654,,139,,140,,234,,723,,255,,255,
1750590014,WONG JASON GILBERT,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1750590014,WONG JASON GILBERT,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1750590014,WONG JASON GILBERT,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,,1,,1
1750590741,"VELEZ, MARTHA I, DDS",2018,FFS,RENDERING,AGE 0-20,520,,6135,,470,,1297,,214,,606,,487,,626,
1750590741,"VELEZ, MARTHA I, DDS",2018,FFS,RENDERING,AGE 21+,631,,6066,,182,,357,,432,,1819,,448,,448,
1750593018,KIM STEVEN S,2018,FFS,RENDERING,AGE 0-20,290,,2218,,159,,414,,170,,431,,238,,270,
1750593018,KIM STEVEN S,2018,FFS,RENDERING,AGE 21+,774,,4177,,120,,238,,537,,1538,,509,,510,
1750593026,HAKAKHA FIROZ,2018,FFS,RENDERING,AGE 0-20,17,,139,,17,,70,,,1,,2,16,,16,
1750593026,HAKAKHA FIROZ,2018,FFS,RENDERING,AGE 21+,122,,707,,83,,83,,78,,335,,114,,114,
1750593026,HAKAKHA FIROZ,2018,PHP,RENDERING,AGE 0-20,109,,738,,107,,411,,33,,106,,108,,121,
1750593026,HAKAKHA FIROZ,2018,PHP,RENDERING,AGE 21+,208,,930,,134,,143,,102,,263,,185,,197,
1750596391,URIBE MIGUEL,2018,FFS,RENDERING,AGE 0-20,165,,1844,,118,,286,,78,,287,,140,,152,
1750596391,URIBE MIGUEL,2018,FFS,RENDERING,AGE 21+,218,,2187,,55,,105,,150,,582,,161,,161,
1750621280,YABAR RENE,2018,FFS,RENDERING,AGE 0-20,81,,304,,,1,0,,50,,129,,0,,0,
1750638078,LEE STEVE C,2018,FFS,RENDERING,AGE 0-20,1011,,6409,,861,,2493,,266,,515,,894,,1108,
1750638078,LEE STEVE C,2018,FFS,RENDERING,AGE 21+,589,,2841,,327,,652,,288,,678,,414,,414,
1750659983,PHAM-NGUYEN DAO K,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1750659983,PHAM-NGUYEN DAO K,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,2,,1,,1
1750664926,DERBOGHOSIAN SM GENOVEBA C,2018,FFS,RENDERING,AGE 0-20,13,,27,,,1,,1,,1,,2,0,,0,
1750664926,DERBOGHOSIAN SM GENOVEBA C,2018,FFS,RENDERING,AGE 21+,12,,25,,,1,,1,,1,,2,0,,0,
1750674420,CHUNG MAN LEE,2018,PHP,RENDERING,AGE 0-20,16,,63,,15,,28,,,1,,1,,1,,1
1750674420,CHUNG MAN LEE,2018,PHP,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1750676755,FARSHIDI FARZIN S,2018,FFS,RENDERING,AGE 0-20,134,,425,,,1,0,,103,,312,,60,,60,
1750676755,FARSHIDI FARZIN S,2018,FFS,RENDERING,AGE 21+,291,,1247,,,1,0,,236,,1039,,112,,112,
1750728937,HUSAIN KEREEM H,2018,FFS,RENDERING,AGE 0-20,4330,,63654,,3785,,10988,,1504,,6749,,3992,,5086,
1750728937,HUSAIN KEREEM H,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1750734075,"EDALAT, PORIA",2018,FFS,RENDERING,AGE 0-20,376,,2285,,215,,650,,130,,456,,286,,307,
1750734075,"EDALAT, PORIA",2018,FFS,RENDERING,AGE 21+,473,,1777,,41,,56,,241,,839,,271,,272,
1750734075,"EDALAT, PORIA",2018,GMC,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1750734075,"EDALAT, PORIA",2018,PHP,RENDERING,AGE 0-20,157,,962,,121,,355,,21,,45,,143,,175,
1750734075,"EDALAT, PORIA",2018,PHP,RENDERING,AGE 21+,141,,565,,31,,41,,52,,165,,107,,122,
1750737037,LIN HSIN-CHING,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,1
1750737037,LIN HSIN-CHING,2018,FFS,RENDERING,AGE 21+,11,,63,,,1,,2,,1,,2,,1,,1
1750739983,ADAMI MUSTAFA,2018,FFS,RENDERING,AGE 0-20,967,,4035,,644,,1470,,185,,389,,752,,776,
1750739983,ADAMI MUSTAFA,2018,FFS,RENDERING,AGE 21+,1007,,2885,,155,,260,,470,,1250,,547,,547,
1750739983,ADAMI MUSTAFA,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1750740015,PASCAL JEFFERY H,2018,FFS,RENDERING,AGE 0-20,131,,350,,,1,0,,131,,348,,,1,,1
1750740015,PASCAL JEFFERY H,2018,FFS,RENDERING,AGE 21+,456,,1451,,,1,0,,456,,1451,,0,,0,
1750740015,PASCAL JEFFERY H,2018,PHP,RENDERING,AGE 0-20,153,,789,,90,,289,,54,,150,,120,,120,
1750740015,PASCAL JEFFERY H,2018,PHP,RENDERING,AGE 21+,147,,654,,31,,57,,88,,341,,93,,95,
1750740072,SONG SOO K,2018,FFS,RENDERING,AGE 0-20,155,,1357,,50,,117,,74,,831,,104,,104,
1750790879,SALEM YARA,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,,1,,1
1750797288,"HE, GUOBIN, DDS",2018,FFS,RENDERING,AGE 0-20,25,,129,,21,,65,,,1,,2,19,,22,
1750797288,"HE, GUOBIN, DDS",2018,FFS,RENDERING,AGE 21+,43,,113,,11,,22,,31,,71,,,1,,1
1750799961,PATEL BINTA A,2018,FFS,RENDERING,AGE 0-20,641,,2765,,403,,1000,,91,,192,,499,,536,
1750799961,PATEL BINTA A,2018,FFS,RENDERING,AGE 21+,1165,,3327,,258,,432,,329,,758,,637,,637,
1750800199,"JAN, KEVIN L, DDS",2018,FFS,RENDERING,AGE 0-20,850,,6945,,693,,1597,,328,,1066,,661,,661,
1750800199,"JAN, KEVIN L, DDS",2018,FFS,RENDERING,AGE 21+,55,,263,,40,,74,,26,,76,,50,,50,
1750804910,GARAGOUSIAN ARIGA,2018,FFS,RENDERING,AGE 0-20,4877,,60068,,4474,,14303,,2004,,8733,,4459,,5466,
1750808689,KATIREDDY SRUJANA,2018,FFS,RENDERING,AGE 0-20,453,,1924,,129,,271,,248,,759,,207,,208,
1750808689,KATIREDDY SRUJANA,2018,FFS,RENDERING,AGE 21+,373,,1192,,25,,45,,213,,586,,138,,138,
1750836177,VASILI RANJITHA,2018,FFS,RENDERING,AGE 0-20,879,,4985,,610,,2126,,227,,651,,680,,700,
1750836177,VASILI RANJITHA,2018,FFS,RENDERING,AGE 21+,1406,,4547,,229,,398,,525,,1512,,893,,893,
1750836177,VASILI RANJITHA,2018,GMC,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1750873923,MOVAHED BASHI BAHAR,2018,FFS,RENDERING,AGE 0-20,67,,84,,,1,0,,28,,31,,0,,0,
1750881512,SHAH NEHAL M,2018,FFS,RENDERING,AGE 0-20,538,,2955,,309,,1067,,240,,706,,286,,287,
1750881512,SHAH NEHAL M,2018,FFS,RENDERING,AGE 21+,836,,2663,,123,,215,,434,,1270,,335,,335,
1760418818,PIERSON GRAYSON A,2018,FFS,RENDERING,AGE 0-20,12,,41,,,1,,1,,1,,2,,1,,1
1760433775,"ZARIAN, RUBEN D, DDS",2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1760433775,"ZARIAN, RUBEN D, DDS",2018,FFS,RENDERING,AGE 21+,,1,,1,,1,,1,0,,0,,,1,,1
1760448351,SALEHANI DAVID,2018,FFS,RENDERING,AGE 0-20,90,,303,,,1,0,,75,,262,,17,,17,
1760448351,SALEHANI DAVID,2018,FFS,RENDERING,AGE 21+,16,,45,,,1,0,,14,,41,,,1,,1
1760448351,SALEHANI DAVID,2018,PHP,RENDERING,AGE 0-20,14,,36,,,1,0,,14,,35,,0,,0,
1760448351,SALEHANI DAVID,2018,PHP,RENDERING,AGE 21+,26,,75,,,1,0,,21,,68,,,1,,1
1760470769,PARK SUNGHAE,2018,FFS,RENDERING,AGE 0-20,622,,3602,,535,,1403,,296,,925,,498,,532,
1760470769,PARK SUNGHAE,2018,FFS,RENDERING,AGE 21+,207,,1474,,121,,234,,135,,551,,142,,142,
1760473417,MARIAS RICHARD,2018,FFS,RENDERING,AGE 0-20,76,,304,,49,,105,,13,,18,,54,,54,
1760490999,SANTA MARIA GLENDA Y,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1760490999,SANTA MARIA GLENDA Y,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1760508535,SCHLANG ELLIOT P,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,2,,1,,1
1760514178,"WONG, LESLIE A, DDS",2018,FFS,RENDERING,AGE 0-20,25,,156,,23,,78,,,1,,2,23,,36,
1760514178,"WONG, LESLIE A, DDS",2018,FFS,RENDERING,AGE 21+,146,,1159,,83,,150,,119,,465,,110,,111,
1760516736,SHIN YONG J,2018,FFS,RENDERING,AGE 0-20,306,,4132,,275,,912,,151,,661,,282,,362,
1760516736,SHIN YONG J,2018,FFS,RENDERING,AGE 21+,344,,3481,,188,,189,,244,,1080,,206,,206,
1760517395,CUISIA ZENAIDA ELVI S,2018,FFS,RENDERING,AGE 0-20,12602,,111962,,10982,,33243,,4917,,25106,,10512,,12377,
1760517395,CUISIA ZENAIDA ELVI S,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1760518989,DELEDONNE CHRISTOPHER JOSPEH,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,0,,0,
1760519805,THAN HUY T,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1760519805,THAN HUY T,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,0,,0,,0,,,1,,1
1760519805,THAN HUY T,2018,PHP,RENDERING,AGE 0-20,356,,2885,,336,,1193,,143,,365,,311,,367,
1760519805,THAN HUY T,2018,PHP,RENDERING,AGE 21+,141,,1113,,84,,235,,115,,403,,70,,80,
1760521587,"GIOMETTI, ROBERT E, DDS",2018,FFS,RENDERING,AGE 0-20,26,,156,,,1,,1,12,,46,,19,,19,
1760521587,"GIOMETTI, ROBERT E, DDS",2018,FFS,RENDERING,AGE 21+,109,,958,,22,,22,,67,,353,,61,,61,
1760522312,"CHU, ANNABELLA, DMD",2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1760522312,"CHU, ANNABELLA, DMD",2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,2,,1,,1
1760523922,"MACDOWELL, MANA, DDS",2018,FFS,RENDERING,AGE 0-20,74,,423,,70,,214,,21,,42,,69,,92,
1760523922,"MACDOWELL, MANA, DDS",2018,FFS,RENDERING,AGE 21+,133,,691,,95,,189,,80,,210,,102,,102,
1760523930,KOO JOHNNY H,2018,FFS,RENDERING,AGE 0-20,149,,1015,,121,,341,,51,,140,,106,,124,
1760523930,KOO JOHNNY H,2018,FFS,RENDERING,AGE 21+,167,,690,,59,,94,,87,,262,,95,,95,
1760524656,PATEL BHAVNA,2018,FFS,RENDERING,AGE 0-20,647,,4010,,495,,1788,,66,,117,,588,,671,
1760524656,PATEL BHAVNA,2018,FFS,RENDERING,AGE 21+,611,,1888,,175,,266,,160,,512,,469,,469,
1760524656,PATEL BHAVNA,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,,1,,1
1760525968,"KANG, HEE NAM, DDS",2018,FFS,RENDERING,AGE 0-20,126,,1533,,114,,279,,56,,141,,106,,130,
1760525968,"KANG, HEE NAM, DDS",2018,FFS,RENDERING,AGE 21+,216,,1915,,137,,138,,100,,325,,93,,93,
1760535686,REFAAT YOUHANNA S,2018,FFS,RENDERING,AGE 0-20,144,,589,,68,,183,,80,,155,,67,,68,
1760535686,REFAAT YOUHANNA S,2018,FFS,RENDERING,AGE 21+,358,,1133,,30,,55,,297,,613,,80,,80,
1760535686,REFAAT YOUHANNA S,2018,PHP,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,1
1760535686,REFAAT YOUHANNA S,2018,PHP,RENDERING,AGE 21+,,1,,2,,1,,1,0,,0,,,1,,1
1760540942,TASSARA GIANCARLO G,2018,FFS,RENDERING,AGE 0-20,140,,251,,,1,0,,26,,71,,0,,0,
1760540942,TASSARA GIANCARLO G,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,0,,0,
1760544845,CHANG JOAO F,2018,FFS,RENDERING,AGE 0-20,24,,76,,,1,,1,20,,45,,,1,,1
1760544845,CHANG JOAO F,2018,FFS,RENDERING,AGE 21+,48,,136,,,1,,1,45,,110,,,1,,1
1760545594,"SHUI, JOHN SHENG YOW DDS",2018,FFS,RENDERING,AGE 0-20,56,,788,,54,,223,,24,,47,,50,,63,
1760545594,"SHUI, JOHN SHENG YOW DDS",2018,FFS,RENDERING,AGE 21+,77,,699,,51,,97,,40,,59,,57,,57,
1760545594,"SHUI, JOHN, DDS",2018,FFS,RENDERING,AGE 0-20,56,,788,,54,,223,,24,,47,,50,,63,
1760545594,"SHUI, JOHN, DDS",2018,FFS,RENDERING,AGE 21+,77,,699,,51,,97,,40,,59,,57,,57,
1760550131,MOULIK BHASWATI,2018,FFS,RENDERING,AGE 0-20,37,,399,,32,,169,,25,,72,,35,,46,
1760550131,MOULIK BHASWATI,2018,FFS,RENDERING,AGE 21+,43,,221,,25,,48,,19,,85,,31,,31,
1760550784,"TU, TOM D, DDS",2018,FFS,RENDERING,AGE 0-20,1000,,14220,,968,,3686,,319,,807,,979,,1342,
1760550784,"TU, TOM D, DDS",2018,FFS,RENDERING,AGE 21+,357,,3219,,220,,440,,188,,583,,285,,285,
1760565501,HOM DOUGLAS W,2018,FFS,RENDERING,AGE 0-20,18,,19,,,1,0,,,1,,1,0,,0,
1760565501,HOM DOUGLAS W,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,0,,0,
1760574867,LUBCZUK ANDRZEJ,2018,FFS,RENDERING,AGE 0-20,371,,3173,,251,,666,,188,,623,,272,,297,
1760574867,LUBCZUK ANDRZEJ,2018,FFS,RENDERING,AGE 21+,473,,2720,,100,,200,,302,,1167,,262,,262,
1760578769,NADI HAMID R,2018,FFS,RENDERING,AGE 0-20,33,,150,,22,,46,,11,,19,,23,,24,
1760578769,NADI HAMID R,2018,FFS,RENDERING,AGE 21+,132,,577,,28,,28,,82,,214,,74,,74,
1760578769,NADI HAMID R,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1760579080,TRAN HUEY Q,2018,FFS,RENDERING,AGE 0-20,76,,397,,45,,104,,24,,62,,42,,42,
1760579080,TRAN HUEY Q,2018,FFS,RENDERING,AGE 21+,136,,381,,21,,24,,39,,118,,64,,64,
1760580724,"ROMANO, CLAUDIA DDS",2018,FFS,RENDERING,AGE 0-20,245,,2950,,214,,704,,125,,453,,205,,245,
1760580724,"ROMANO, CLAUDIA DDS",2018,FFS,RENDERING,AGE 21+,486,,5057,,345,,685,,409,,2804,,379,,380,
1760586101,"NGUYEN, TUYEN Q, DDS",2018,FFS,RENDERING,AGE 0-20,16,,155,,16,,35,,,1,,2,,1,,2
1760586101,"NGUYEN, TUYEN Q, DDS",2018,FFS,RENDERING,AGE 21+,66,,533,,54,,54,,48,,168,,37,,37,
1760588925,"AQUINO, MARY FELICITY",2018,FFS,RENDERING,AGE 0-20,48,,416,,41,,106,,30,,98,,37,,47,
1760588925,"AQUINO, MARY FELICITY",2018,FFS,RENDERING,AGE 21+,79,,388,,32,,34,,44,,155,,53,,53,
1760599765,"FARNE-UY, GLORIA, DMD",2018,FFS,RENDERING,AGE 0-20,85,,403,,80,,214,,19,,51,,83,,110,
1760599765,"FARNE-UY, GLORIA, DMD",2018,FFS,RENDERING,AGE 21+,204,,597,,133,,136,,78,,155,,143,,143,
1760600696,"YIM, CALVIN E, DDS",2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,0,,0,,0,,0,,0,
1760600696,"YIM, CALVIN E, DDS",2018,FFS,RENDERING,AGE 21+,13,,47,,,1,,1,11,,22,,,1,,1
1760603526,LEON CARLOS F,2018,FFS,RENDERING,AGE 0-20,254,,3869,,241,,790,,143,,661,,241,,323,
1760603526,LEON CARLOS F,2018,FFS,RENDERING,AGE 21+,51,,383,,38,,44,,28,,110,,40,,40,
1760604656,"JOYNER, ARLENE DDS",2018,FFS,RENDERING,AGE 0-20,71,,353,,46,,118,,23,,33,,43,,43,
1760604656,"JOYNER, ARLENE DDS",2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1760606677,MEDINA LETICIA,2018,FFS,RENDERING,AGE 0-20,297,,4659,,277,,766,,119,,538,,286,,354,
1760607626,WANG KEH-JENQ,2018,FFS,RENDERING,AGE 0-20,51,,358,,45,,159,,29,,81,,39,,50,
1760607626,WANG KEH-JENQ,2018,FFS,RENDERING,AGE 21+,69,,339,,44,,85,,50,,92,,54,,54,
1760616510,HOLBROOK DAVID M,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,0,,0,,0,,0,,0,
1760618367,BLASUCCI MADELENA,2018,FFS,RENDERING,AGE 0-20,104,,619,,65,,254,,15,,49,,53,,53,
1760618367,BLASUCCI MADELENA,2018,FFS,RENDERING,AGE 21+,211,,803,,13,,17,,117,,318,,85,,85,
1760618367,BLASUCCI MADELENA,2018,PHP,RENDERING,AGE 0-20,62,,267,,53,,136,,,1,,1,31,,34,
1760618367,BLASUCCI MADELENA,2018,PHP,RENDERING,AGE 21+,59,,240,,,1,,1,28,,108,,31,,39,
1760624977,"ASLANIAN, YERVANT G, DDS MD",2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,,1,,1
1760624977,UNKNOWN,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,,1,,1
1760636195,LA DENTAL,2018,FFS,RENDERING,AGE 0-20,629,,6077,,611,,2161,,243,,528,,586,,881,
1760636195,LA DENTAL,2018,FFS,RENDERING,AGE 21+,145,,716,,128,,129,,52,,122,,130,,130,
1760636484,"MKHEYAN, NUNE DDS",2018,FFS,RENDERING,AGE 0-20,57,,431,,47,,134,,28,,118,,46,,50,
1760636484,"MKHEYAN, NUNE DDS",2018,FFS,RENDERING,AGE 21+,211,,1734,,103,,103,,183,,978,,148,,148,
1760636484,"MKHEYAN, NUNE DDS",2018,PHP,RENDERING,AGE 0-20,39,,331,,36,,169,,12,,23,,36,,47,
1760636484,"MKHEYAN, NUNE DDS",2018,PHP,RENDERING,AGE 21+,31,,187,,23,,25,,15,,51,,28,,29,
1760647044,GEKHT ALEXANDER,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1760648935,SHAH PUJA,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,2,0,,0,,,1,,1
1760649487,PEREZ YACZAIRA,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1760649487,PEREZ YACZAIRA,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,0,,0,
1760662209,"CHANG, ALICIA",2018,FFS,RENDERING,AGE 0-20,119,,943,,87,,266,,67,,183,,92,,107,
1760662209,"CHANG, ALICIA",2018,FFS,RENDERING,AGE 21+,219,,1192,,59,,81,,127,,486,,156,,156,
1760666705,ALDRICH DELL S,2018,FFS,RENDERING,AGE 0-20,47,,57,,,1,0,,41,,43,,0,,0,
